Acts,1,1,"Teofile, în cea dintâi carte a mea, am vorbit despre tot ce a început Isus să facă şi să înveţe pe oameni,"
Acts,1,2,"de la început până în ziua în care S-a înălţat la cer, după ce, prin Duhul Sfânt, dăduse poruncile Sale apostolilor pe care-i alesese."
Acts,1,3,"După patima Lui, li S-a înfăţişat viu, prin multe dovezi, arătându-li-Se deseori timp de patruzeci de zile şi vorbind cu ei despre lucrurile privitoare la Împărăţia lui Dumnezeu."
Acts,1,4,"Pe când Se afla cu ei, le-a poruncit să nu se depărteze de Ierusalim, ci să aştepte acolo făgăduinţa Tatălui, „pe care ”, le-a zis El, „aţi auzit-o de la Mine."
Acts,1,5,"Căci Ioan a botezat cu apă, dar voi, nu după multe zile, veţi fi botezaţi cu Duhul Sfânt.”"
Acts,1,6,"Deci apostolii, pe când erau strânşi laolaltă, L-au întrebat: „Doamne, în vremea aceasta ai de gând să aşezi din nou Împărăţia lui Israel?”"
Acts,1,7,El le-a răspuns: „Nu este treaba voastră să ştiţi vremurile sau soroacele; pe acestea Tatăl le-a păstrat sub stăpânirea Sa.
Acts,1,8,"Ci voi veţi primi o putere, când Se va coborî Duhul Sfânt peste voi, şi-Mi veţi fi martori în Ierusalim, în toată Iudeea, în Samaria şi până la marginile pământului.”"
Acts,1,9,"După ce a spus aceste lucruri, pe când se uitau ei la El, S-a înălţat la cer, şi un nor L-a ascuns din ochii lor."
Acts,1,10,"Şi cum stăteau ei cu ochii pironiţi spre cer pe când Se suia El, iată că li s-au arătat doi bărbaţi îmbrăcaţi în alb"
Acts,1,11,"şi au zis: „Bărbaţi galileeni, de ce staţi şi vă uitaţi spre cer? Acest Isus care S-a înălţat la cer din mijlocul vostru va veni în acelaşi fel cum L-aţi văzut mergând la cer.”"
Acts,1,12,"Atunci, ei s-au întors în Ierusalim din muntele numit al Măslinilor, care este lângă Ierusalim, departe cât un drum în ziua Sabatului."
Acts,1,13,"Când au ajuns acasă, s-au suit în odaia de sus, unde stăteau de obicei. Erau Petru, Iacov, Ioan, Andrei, Filip, Toma, Bartolomeu, Matei, Iacov, fiul lui Alfeu, Simon Zelotul şi Iuda, fiul lui Iacov."
Acts,1,14,"Toţi aceştia stăruiau cu un cuget în rugăciune şi în cereri, împreună cu femeile şi cu Maria, mama lui Isus, şi cu fraţii Lui."
Acts,1,15,"În zilele acelea, Petru s-a sculat în mijlocul fraţilor – numărul celor adunaţi laolaltă era de aproape o sută douăzeci – şi a zis:"
Acts,1,16,"„Fraţilor, trebuia să se împlinească Scriptura spusă de Duhul Sfânt mai înainte, prin gura lui David, despre Iuda, care a fost călăuza celor ce au prins pe Isus."
Acts,1,17,El era din numărul nostru şi era părtaş al aceleiaşi slujbe.
Acts,1,18,"Omul acesta a dobândit un ogor cu plata nelegiuirii lui, a căzut cu capul în jos, a plesnit în două prin mijloc şi i s-au vărsat toate măruntaiele."
Acts,1,19,"Lucrul acesta a ajuns aşa de cunoscut de toţi locuitorii din Ierusalim, încât ogorul acela a fost numit în limba lor: „Acheldama”, adică: „Ogorul sângelui”."
Acts,1,20,"În adevăr, în cartea Psalmilor este scris: ‘Locuinţa lui să rămână pustie şi nimeni să nu locuiască în ea!’ şi ‘Slujba lui s-o ia altul!’"
Acts,1,21,"Trebuie deci ca, dintre cei ce ne-au însoţit în toată vremea în care a trăit Domnul Isus între noi,"
Acts,1,22,"cu începere de la botezul lui Ioan până în ziua când S-a înălţat El de la noi, să fie rânduit unul care să ne însoţească drept martor al învierii Lui.”"
Acts,1,23,"Ei au pus înainte pe doi: pe Iosif, numit Barsaba, zis şi Iust, şi pe Matia."
Acts,1,24,"Apoi au făcut următoarea rugăciune: „Doamne, Tu, care cunoşti inimile tuturor oamenilor, arată-ne pe care din aceşti doi l-ai ales,"
Acts,1,25,"ca să ia loc în slujba şi apostolia aceasta, din care a căzut Iuda, ca să meargă la locul lui.”"
Acts,1,26,"Au tras la sorţi, şi sorţul a căzut pe Matia, care a fost numărat împreună cu cei unsprezece apostoli."
Acts,2,1,"În Ziua Cincizecimii, erau toţi împreună în acelaşi loc."
Acts,2,2,"Deodată, a venit din cer un sunet ca vâjâitul unui vânt puternic şi a umplut toată casa unde şedeau ei."
Acts,2,3,Nişte limbi ca de foc au fost văzute împărţindu-se printre ei şi s-au aşezat câte una pe fiecare din ei.
