John,1,1,"La început era Cuvântul, şi Cuvântul era cu Dumnezeu, şi Cuvântul era Dumnezeu."
John,1,2,El era la început cu Dumnezeu.
John,1,3,Toate lucrurile au fost făcute prin El; şi nimic din ce a fost făcut n-a fost făcut fără El.
John,1,4,"În El era viaţa, şi viaţa era lumina oamenilor."
John,1,5,"Lumina luminează în întuneric, şi întunericul n-a biruit-o."
John,1,6,A venit un om trimis de Dumnezeu: numele lui era Ioan.
John,1,7,"El a venit ca martor, ca să mărturisească despre Lumină, pentru ca toţi să creadă prin el."
John,1,8,"Nu era el Lumina, ci el a venit ca să mărturisească despre Lumină."
John,1,9,"Lumina aceasta era adevărata Lumină, care luminează pe orice om venind în lume."
John,1,10,"El era în lume, şi lumea a fost făcută prin El, dar lumea nu L-a cunoscut."
John,1,11,"A venit la ai Săi, şi ai Săi nu L-au primit."
John,1,12,"Dar tuturor celor ce L-au primit, adică celor ce cred în Numele Lui, le-a dat dreptul să se facă copii ai lui Dumnezeu;"
John,1,13,"născuţi nu din sânge, nici din voia firii lor, nici din voia vreunui om, ci din Dumnezeu."
John,1,14,"Şi Cuvântul S-a făcut trup şi a locuit printre noi, plin de har şi de adevăr. Şi noi am privit slava Lui, o slavă întocmai ca slava singurului născut din Tatăl."
John,1,15,"Ioan a mărturisit despre El când a strigat: „El este Acela despre care ziceam eu: ‘Cel ce vine după mine este înaintea mea, pentru că era înainte de mine.’”"
John,1,16,Şi noi toţi am primit din plinătatea Lui şi har după har;
John,1,17,"căci Legea a fost dată prin Moise, dar harul şi adevărul au venit prin Isus Hristos."
John,1,18,"Nimeni n-a văzut vreodată pe Dumnezeu; singurul Lui Fiu, care este în sânul Tatălui, Acela L-a făcut cunoscut."
John,1,19,Iată mărturisirea făcută de Ioan când iudeii au trimis din Ierusalim pe nişte preoţi şi leviţi să-l întrebe: „Tu cine eşti?”
John,1,20,El a mărturisit şi n-a tăgăduit: a mărturisit că nu este el Hristosul.
John,1,21,Şi ei l-au întrebat: „Dar cine eşti? Eşti Ilie?” Şi el a zis: „Nu sunt!” „Eşti prorocul?” Şi el a răspuns: „Nu!”
John,1,22,Atunci i-au zis: „Dar cine eşti? Ca să dăm un răspuns celor ce ne-au trimis. Ce zici tu despre tine însuţi?”
John,1,23,"„Eu”, a zis el, „sunt glasul celui ce strigă în pustie: ‘Neteziţi calea Domnului’, cum a zis prorocul Isaia.”"
John,1,24,Trimişii erau din partea fariseilor.
John,1,25,"Ei i-au mai pus următoarea întrebare: „Atunci de ce botezi, dacă nu eşti Hristosul, nici Ilie, nici prorocul?”"
John,1,26,"Drept răspuns, Ioan le-a zis: „Eu botez cu apă, dar în mijlocul vostru stă Unul pe care voi nu-L cunoaşteţi."
John,1,27,El este Acela care vine după mine şi care este înaintea mea; eu nu sunt vrednic să-I dezleg cureaua încălţămintei Lui.”
John,1,28,"Aceste lucruri s-au petrecut în Betabara, dincolo de Iordan, unde boteza Ioan."
John,1,29,"A doua zi, Ioan a văzut pe Isus venind la el şi a zis: „Iată Mielul lui Dumnezeu, care ridică păcatul lumii!"
John,1,30,"El este Acela despre care ziceam: ‘După mine vine un om, care este înaintea mea, căci era înainte de mine.’"
John,1,31,"Eu nu-L cunoşteam, dar tocmai pentru aceasta am venit să botez cu apă: ca El să fie făcut cunoscut lui Israel.”"
John,1,32,Ioan a făcut următoarea mărturisire: „Am văzut Duhul coborându-Se din cer ca un porumbel şi oprindu-Se peste El.
John,1,33,"Eu nu-L cunoşteam, dar Cel ce m-a trimis să botez cu apă mi-a zis: ‘Acela peste care vei vedea Duhul coborându-Se şi oprindu-Se este Cel ce botează cu Duhul Sfânt.’"
John,1,34,Şi eu am văzut lucrul acesta şi am mărturisit că El este Fiul lui Dumnezeu.”
John,1,35,"A doua zi, Ioan stătea iarăşi cu doi din ucenicii lui."
John,1,36,"Şi, pe când privea pe Isus umblând, a zis: „Iată Mielul lui Dumnezeu!”"
John,1,37,Cei doi ucenici l-au auzit rostind aceste vorbe şi au mers după Isus.
John,1,38,"Isus S-a întors şi, când i-a văzut că merg după El, le-a zis: „Ce căutaţi?” Ei I-au răspuns: „Rabbi (care, tălmăcit, înseamnă: ‘Învăţătorule’), unde locuieşti?”"
John,1,39,"„Veniţi de vedeţi”, le-a zis El. S-au dus de au văzut unde locuia şi în ziua aceea au rămas la El. Era cam pe la ceasul al zecelea."
John,1,40,"Unul din cei doi care auziseră cuvintele lui Ioan şi merseseră după Isus era Andrei, fratele lui Simon Petru."
John,1,41,"El, cel dintâi, a găsit pe fratele său Simon şi i-a zis: „Noi am găsit pe Mesia” (care, tălmăcit, înseamnă: „Hristos”)."
John,1,42,"Şi l-a adus la Isus. Isus l-a privit şi i-a zis: „Tu eşti Simon, fiul lui Iona; tu te vei chema Chifa” (care, tălmăcit, înseamnă: „Petru”)."
John,1,43,"A doua zi, Isus a vrut să Se ducă în Galileea şi a găsit pe Filip. Şi i-a zis: „Vino după Mine.”"
John,1,44,"Filip era din Betsaida, cetatea lui Andrei şi a lui Petru."
John,1,45,"Filip a găsit pe Natanael şi i-a zis: „Noi am găsit pe Acela despre care au scris Moise, în Lege, şi prorocii: pe Isus din Nazaret, fiul lui Iosif.”"
John,1,46,Natanael i-a zis: „Poate ieşi ceva bun din Nazaret?” „Vino şi vezi!” i-a răspuns Filip.
John,1,47,Isus a văzut pe Natanael venind la El şi a zis despre el: „Iată cu adevărat un israelit în care nu este vicleşug.”
John,1,48,"„De unde mă cunoşti?” I-a zis Natanael. Drept răspuns, Isus i-a zis: „Te-am văzut mai înainte ca să te cheme Filip, când erai sub smochin.”"
John,1,49,"Natanael I-a răspuns: „Rabbi, Tu eşti Fiul lui Dumnezeu, Tu eşti Împăratul lui Israel!”"
John,1,50,"Drept răspuns, Isus i-a zis: „Pentru că ţi-am spus că te-am văzut sub smochin, crezi? Lucruri mai mari decât acestea vei vedea.”"
John,1,51,"Apoi i-a zis: „Adevărat, adevărat vă spun că, de acum încolo, veţi vedea cerul deschis şi pe îngerii lui Dumnezeu suindu-se şi coborându-se peste Fiul omului.”"
John,2,1,A treia zi s-a făcut o nuntă în Cana din Galileea. Mama lui Isus era acolo.
John,2,2,Şi la nuntă a fost chemat şi Isus cu ucenicii Lui.
John,2,3,"Când s-a isprăvit vinul, mama lui Isus I-a zis: „Nu mai au vin.”"
John,2,4,"Isus i-a răspuns: „Femeie , ce am a face Eu cu tine? Nu Mi-a venit încă ceasul .”"
John,2,5,Mama lui a zis slugilor: „Să faceţi orice vă va zice.”
John,2,6,"Şi acolo erau şase vase de piatră, puse după obiceiul de curăţire al iudeilor; şi în fiecare vas încăpeau câte două sau trei vedre."
John,2,7,Isus le-a zis: „Umpleţi vasele acestea cu apă.” Şi le-au umplut până sus.
John,2,8,"„Scoateţi acum”, le-a zis El, „şi aduceţi nunului.” Şi i-au adus."
John,2,9,"Nunul, după ce a gustat apa făcută vin (el nu ştia de unde vine vinul acesta, slugile însă, care scoseseră apa, ştiau), a chemat pe mire"
John,2,10,"şi i-a zis: „Orice om pune la masă întâi vinul cel bun şi, după ce oamenii au băut bine, atunci pune pe cel mai puţin bun, dar tu ai ţinut vinul cel bun până acum.”"
John,2,11,"Acest început al semnelor Lui l-a făcut Isus în Cana din Galileea. El Şi-a arătat slava Sa, şi ucenicii Lui au crezut în El."
John,2,12,"După aceea, S-a coborât la Capernaum, împreună cu mama, fraţii şi ucenicii Lui; şi acolo n-au rămas multe zile."
John,2,13,Paştele iudeilor erau aproape şi Isus S-a suit la Ierusalim.
John,2,14,"În Templu a găsit pe cei ce vindeau boi, oi şi porumbei şi pe schimbătorii de bani şezând jos."
John,2,15,"A făcut un bici de ştreanguri şi i-a scos pe toţi din Templu, împreună cu oile şi boii, a vărsat banii schimbătorilor şi le-a răsturnat mesele."
John,2,16,Şi a zis celor ce vindeau porumbei: „Ridicaţi acestea de aici şi nu faceţi din casa Tatălui Meu o casă de negustorie.”
John,2,17,Ucenicii Lui şi-au adus aminte că este scris: „Râvna pentru casa Ta Mă mănâncă pe Mine.”
John,2,18,Iudeii au luat cuvântul şi I-au zis: „Prin ce semn ne arăţi că ai putere să faci astfel de lucruri?”
John,2,19,"Drept răspuns, Isus le-a zis: „Stricaţi templul acesta şi în trei zile îl voi ridica.”"
John,2,20,"Iudeii au zis: „Au trebuit patruzeci şi şase de ani ca să se zidească Templul acesta, şi Tu îl vei ridica în trei zile?”"
John,2,21,Dar El le vorbea despre templul trupului Său.
