Acts,1,1,"Teofilona, and‑o jekhto lil xramosardem pa sǎ so astardǎs o Isus te kerel haj te siklǎrel ⌞le manuśen⌟,"
Acts,1,2,ʒi and‑o ges kana sas lino k‑o ćeri. Le Somnale Duhosqe zorǎça dinǎs maj anglal porunke le apostolenqe saven alosardǎs len.
Acts,1,3,"Vov cïrdinǎsas but dukha haj mulosas, haj pala kodoja sikavdǎs butvar bute bukǎnça kerde Lesθar, ke si ʒivdo. Ande kola saranda gesa Vov sikavdilǎs lenqe butvar haj delas duma lença pala o le Devlesqo."
Acts,1,4,"Jekhvar, kana xanas von khethanes, phendǎs lenqe: — Te na durǎren tumen katar o Jerusalim, ama te aźukeren kathe ʒi kana kerel pes so phendǎsas o Dad, sar aśunden Manθar."
Acts,1,5,"Ke o Joan boldǎs and‑o pani, ama tume, na pala but gesa, avena bolde and‑o Somnal Duho."
Acts,1,6,"Kadja ke, and‑jekh ges kana von sas kidine khethanes, pućhle Les: — Raja, akana anesa palè o Thagaripen and‑o Israel sar kaj sas maj anglal?"
Acts,1,7,Vov dinǎs lenqe anglal: — Numaj le Dades si Les zor te daśtil te phenel kana si o ges vaj o ćaso kana kerena pen kadala bukǎ. Tume na trebul te ʒanen len.
Acts,1,8,"Ama primina zor kana xulǒla o Somnal Duho opral tumenθe haj ovena Mirre martorǎ and‑o Jerusalim, ande savorri Judea, and‑e reʒiunǎ Samaria haj ʒi k‑o gor la phuvǎqo."
Acts,1,9,"Pala so phendǎs kadala, kana ol ućenićǎ dikhenas Lesθe, o Isus sas lino ⌞k‑o ćeri⌟ haj jekh noro garavdǎs Les lenqe jakhenθar."
Acts,1,10,"Haj sar dikhenas von vorta k‑o ćeri, haj Vov vazdelas Pes, dikh ke sikavde pen lenqe duj murśa ande parne gada."
Acts,1,11,"Von phende: — Murśalen andar e Galilea, sosqe beśen dikhindoj k‑o ćeri? O Isus kaj sas lino tumenθar k‑o ćeri, avela palpale sa kadja sar dikhlen Les ke ʒal k‑o ćeri. O Matia si alosardo and‑o than le Judasqo o Iskariotǎno"
Acts,1,12,"Atunći, ol ućenićǎ boldine pen and‑e ćetatǎ Jerusalim katar o kaj bućhol o plaj le Mäslinenqo, kaj si paśal o Jerusalim, kam sode sas slobodo te ʒan ol judea and‑o ges le Sabatosqo."
Acts,1,13,"Kana aresle, gele opre and‑e kamera e oprutni, kaj beśenas von. Sas ⌞kothe⌟: o , o Jakov, o Joan thaj o Andrej, o Filip thaj o Toma, o Bartolomej thaj o Matej, o Jakov, o ćhavo le Alfejosqo, o Simon o Zeloto thaj o Juda, o ćhavo le Jakovosqo."
Acts,1,14,"Savorre kadala ruginas pen savorri vremǎ sar jekh, khethanes le ʒuvlǎnça, la Mariaça, e daj le Isusosqi haj Lesqe ."
Acts,1,15,"Ande kodola gesa, kana sas kidine khethanes ol phrala haj ol phenǎ, paśe de jekh śel haj biś manuśa, o Petru uśtilǎs thaj phendǎs: —"
Acts,1,16,"Phralalen haj phenǎlen, sas te kerel pes so phendǎs maj anglal o Somnal Duho pand‑o David, and‑e Skriptura, pala o Juda, savo sikavdǎs kaj si o Isus kodolenqe kaj astarde Les."
Acts,1,17,"O Juda sas andar amenθe, haj sas les sa kodoja sluźirǎ sar amari."
Acts,1,18,"Vov kindǎs jekh than le lovença kaj lilǎs len pesqe bićaćimaça. Pelǎs tele, lesqo per pharavdilo haj savorre porrǎ ćhordile andar lesθe."
Acts,1,19,"⌞Kadaja buki⌟ aresli kadja de prinʒardi savorre manuśenqe kaj beśen and‑o Jerusalim, ke kadale thanesqe thode lesqe o anav « Hakeldamah » ande penqi ćhib, kaj si: «O than le ratesqo»."
Acts,1,20,And‑o lil le Psalmenqo si xramosardo: Te aćhel lesqo kher haj khonik te na beśel ande lesθe! haj Aver manuś te lel lesqo than k‑i sluźirǎ!
Acts,1,21,"Si murśa kaj sas amença savorri vremǎ sode phirdǎs o Raj o Isus amença,"
Acts,1,22,"de kana o Joan boldǎs Les, ʒi and‑o ges kana sas lino k‑o ćeri katar amenθe. Vaś kodoja, jekh andar kadala murśa si te avel martori ⌞and‑o than le Judasqo⌟, khethanes amença, ke o Isus ʒivdilǎs andar ol mule."
Acts,1,23,"Von thode anglal duje ⌞murśen⌟: le Josifos, kaj bućholas Barsaba, haj phenenas lesqe vi Just, haj le Matias."
